,year,state,hs_grad,rank_a,bachelors,rank_b,adv_degree,rank_c,avg_income,dem_spend,rep_spend,dem_pac,rep_pac,inflation_rate,poverty_rate,stock_change,unemployment_rate,perc_urban,rep_sen,rep_house,campaign_fund,rep_legis,stateGDP,dem_name,rep_name,rep_win
286,2014,Kentucky,84.2,45,22.3,47,9.2,36,44346,,,,,0.76,19.1,13.4,8.1,,,,,,,,,
287,2015,Kentucky,84.2,45,22.3,47,9.2,36,43857,,,,,0.73,18.5,5.73,6.1,,,,,,,,,
288,2000,Louisiana,83.4,47,22.5,46,7.7,46,46249,120.3,186.5,0,0,,20,-39.29,5.5,72.6,0.55,0.5195,0.6079,31,0.909759806771928,Gore,G.W. Bush,1
289,2001,Louisiana,83.4,47,22.5,46,7.7,46,46468,,,,,1.55,19.1,-21.05,6.4,72.675,,,,,,,,
290,2002,Louisiana,83.4,47,22.5,46,7.7,46,44767,,,,,2.38,18.8,-31.53,6.9,72.75,,,,,,,,
291,2003,Louisiana,83.4,47,22.5,46,7.7,46,47391,,,,,1.88,20.3,50.01,6.9,72.825,,,,,,,,
292,2004,Louisiana,83.4,47,22.5,46,7.7,46,46853,332.7,355,0,0,3.26,19.4,8.59,6.6,72.8625,0.51,0.5264,0.5162,36,0.950989151244416,Kerry,G.W. Bush,1
293,2005,Louisiana,83.4,47,22.5,46,7.7,46,44471,,,,,3.42,19.8,1.37,6.3,72.9,,,,,,,,
294,2006,Louisiana,83.4,47,22.5,46,7.7,46,48963,,,,,2.54,19,9.52,6.1,72.9375,,,,,,,,
295,2007,Louisiana,83.4,47,22.5,46,7.7,46,45154,,,,,4.08,18.6,9.81,4.9,72.975,,,,,,,,
296,2008,Louisiana,83.4,47,22.5,46,7.7,46,52035,760.4,239.7,0,0,0.09,17.3,-40.54,4.8,73.05,0.49,0.4644,0.2397,45,0.962335488936179,Obama,McCain,1
297,2009,Louisiana,83.4,47,22.5,46,7.7,46,44280,,,,,2.72,17.3,43.89,6.7,73.125,,,,,,,,
298,2010,Louisiana,83.4,47,22.5,46,7.7,46,44410,,,,,1.5,18.7,16.91,8.2,73.2,,,,,,,,
299,2011,Louisiana,83.4,47,22.5,46,7.7,46,41806,,,,,2.96,20.4,-1.8,8.8,,,,,,,,,
300,2012,Louisiana,83.4,47,22.5,46,7.7,46,41762,737.1,458.7,70.5,143.3,1.74,19.9,15.91,8,,0.51,0.5563,0.396,57,0.944390223643499,Obama,Romney,1
301,2013,Louisiana,83.4,47,22.5,46,7.7,46,48933,,,,,1.5,19.8,38.32,8,,,,,,,,,
302,2014,Louisiana,83.4,47,22.5,46,7.7,46,43952,,,,,0.76,19.8,13.4,5.9,,,,,,,,,
303,2015,Louisiana,83.4,47,22.5,46,7.7,46,47515,,,,,0.73,19.6,5.73,7.3,,,,,,,,,
304,2000,Maine,91.6,8,29,22,10.3,24,50815,120.3,186.5,0,0,,10.1,-39.29,4.5,40.2,0.55,0.5195,0.6079,46,0.816366238761909,Gore,G.W. Bush,0
305,2001,Maine,91.6,8,29,22,10.3,24,50356,,,,,1.55,10.6,-21.05,4,40.0125,,,,,,,,
306,2002,Maine,91.6,8,29,22,10.3,24,49585,,,,,2.38,11.1,-31.53,5,39.825,,,,,,,,
307,2003,Maine,91.6,8,29,22,10.3,24,53765,,,,,1.88,10.5,50.01,5.6,39.6375,,,,,,,,
308,2004,Maine,91.6,8,29,22,10.3,24,55267,332.7,355,0,0,3.26,12.3,8.59,5.6,39.54375,0.51,0.5264,0.5162,45,0.831503935332908,Kerry,G.W. Bush,0
309,2005,Maine,91.6,8,29,22,10.3,24,55627,,,,,3.42,12.6,1.37,5.6,39.45,,,,,,,,
310,2006,Maine,91.6,8,29,22,10.3,24,56762,,,,,2.54,12.9,9.52,5.3,39.35625,,,,,,,,
311,2007,Maine,91.6,8,29,22,10.3,24,53902,,,,,4.08,12,9.81,5.2,39.2625,,,,,,,,
312,2008,Maine,91.6,8,29,22,10.3,24,54404,760.4,239.7,0,0,0.09,12.3,-40.54,5.7,39.075,0.49,0.4644,0.2397,41,0.795603396624037,Obama,McCain,0
313,2009,Maine,91.6,8,29,22,10.3,24,54005,,,,,2.72,12.3,43.89,8.4,38.8875,,,,,,,,
314,2010,Maine,91.6,8,29,22,10.3,24,54279,,,,,1.5,12.9,16.91,9.2,38.7,,,,,,,,
315,2011,Maine,91.6,8,29,22,10.3,24,52581,,,,,2.96,14.1,-1.8,9.1,,,,,,,,,
316,2012,Maine,91.6,8,29,22,10.3,24,52828,737.1,458.7,70.5,143.3,1.74,14.7,15.91,8.7,,0.51,0.5563,0.396,53,0.78295990198725,Obama,Romney,0
317,2013,Maine,91.6,8,29,22,10.3,24,57925,,,,,1.5,14,38.32,8.2,,,,,,,,,
318,2014,Maine,91.6,8,29,22,10.3,24,53595,,,,,0.76,14.1,13.4,7.1,,,,,,,,,
319,2015,Maine,91.6,8,29,22,10.3,24,52516,,,,,0.73,13.4,5.73,5.9,,,,,,,,,
320,2000,Maryland,89.4,23,37.9,3,17.3,2,74296,120.3,186.5,0,0,,9.3,-39.29,3.7,86.1,0.55,0.5195,0.6079,27,1.02023974594087,Gore,G.W. Bush,0
321,2001,Maryland,89.4,23,37.9,3,17.3,2,77074,,,,,1.55,8.1,-21.05,3.9,86.2375,,,,,,,,
322,2002,Maryland,89.4,23,37.9,3,17.3,2,69894,,,,,2.38,8.1,-31.53,5.1,86.375,,,,,,,,
323,2003,Maryland,89.4,23,37.9,3,17.3,2,74285,,,,,1.88,8.2,50.01,4.7,86.5125,,,,,,,,
324,2004,Maryland,89.4,23,37.9,3,17.3,2,76141,332.7,355,0,0,3.26,8.8,8.59,4.7,86.58125,0.51,0.5264,0.5162,30,1.07523931078494,Kerry,G.W. Bush,0
325,2005,Maryland,89.4,23,37.9,3,17.3,2,77597,,,,,3.42,8.2,1.37,4.6,86.65,,,,,,,,
326,2006,Maryland,89.4,23,37.9,3,17.3,2,77782,,,,,2.54,7.8,9.52,3.9,86.71875,,,,,,,,
327,2007,Maryland,89.4,23,37.9,3,17.3,2,72715,,,,,4.08,8.3,9.81,4,86.7875,,,,,,,,
328,2008,Maryland,89.4,23,37.9,3,17.3,2,73513,760.4,239.7,0,0,0.09,8.1,-40.54,3.6,86.925,0.49,0.4644,0.2397,27,1.09247742815231,Obama,McCain,0
329,2009,Maryland,89.4,23,37.9,3,17.3,2,72336,,,,,2.72,9.1,43.89,6.5,87.0625,,,,,,,,
330,2010,Maryland,89.4,23,37.9,3,17.3,2,75232,,,,,1.5,9.9,16.91,8.1,87.2,,,,,,,,
331,2011,Maryland,89.4,23,37.9,3,17.3,2,76838,,,,,2.96,10.1,-1.8,7.8,,,,,,,,,
332,2012,Maryland,89.4,23,37.9,3,17.3,2,68787,737.1,458.7,70.5,143.3,1.74,10.3,15.91,7.4,,0.51,0.5563,0.396,29,1.12149843221131,Obama,Romney,0
333,2013,Maryland,89.4,23,37.9,3,17.3,2,73099,,,,,1.5,10.1,38.32,7.3,,,,,,,,,
334,2014,Maryland,89.4,23,37.9,3,17.3,2,78942,,,,,0.76,10.1,13.4,6.4,,,,,,,,,
335,2015,Maryland,89.4,23,37.9,3,17.3,2,76146,,,,,0.73,9.7,5.73,5.9,,,,,,,,,
336,2000,Massachusetts,89.8,19,40.5,1,17.7,1,72523,120.3,186.5,0,0,,9.6,-39.29,3.6,91.4,0.55,0.5195,0.6079,18,1.22413561747998,Gore,G.W. Bush,0
337,2001,Massachusetts,89.8,19,40.5,1,17.7,1,68121,,,,,1.55,8.7,-21.05,3.7,91.475,,,,,,,,
338,2002,Massachusetts,89.8,19,40.5,1,17.7,1,68078,,,,,2.38,8.9,-31.53,5.5,91.55,,,,,,,,
339,2003,Massachusetts,89.8,19,40.5,1,17.7,1,67672,,,,,1.88,9.4,50.01,6.3,91.625,,,,,,,,
340,2004,Massachusetts,89.8,19,40.5,1,17.7,1,70485,332.7,355,0,0,3.26,9.2,8.59,6.2,91.6625,0.51,0.5264,0.5162,15,1.22737715379706,Kerry,G.W. Bush,0
341,2005,Massachusetts,89.8,19,40.5,1,17.7,1,67435,,,,,3.42,10.3,1.37,5.6,91.7,,,,,,,,
342,2006,Massachusetts,89.8,19,40.5,1,17.7,1,69288,,,,,2.54,9.9,9.52,5.5,91.7375,,,,,,,,
343,2007,Massachusetts,89.8,19,40.5,1,17.7,1,68845,,,,,4.08,9.9,9.81,5.6,91.775,,,,,,,,
344,2008,Massachusetts,89.8,19,40.5,1,17.7,1,68000,760.4,239.7,0,0,0.09,10,-40.54,5.4,91.85,0.49,0.4644,0.2397,12,1.25458151691081,Obama,McCain,0
345,2009,Massachusetts,89.8,19,40.5,1,17.7,1,68655,,,,,2.72,10.3,43.89,7.9,91.925,,,,,,,,
346,2010,Massachusetts,89.8,19,40.5,1,17.7,1,69156,,,,,1.5,11.4,16.91,9.6,92,,,,,,,,
347,2011,Massachusetts,89.8,19,40.5,1,17.7,1,68088,,,,,2.96,11.6,-1.8,8.5,,,,,,,,,
348,2012,Massachusetts,89.8,19,40.5,1,17.7,1,66364,737.1,458.7,70.5,143.3,1.74,11.9,15.91,7.4,,0.51,0.5563,0.396,18,1.29696617314201,Obama,Romney,0
349,2013,Massachusetts,89.8,19,40.5,1,17.7,1,65906,,,,,1.5,11.9,38.32,7.6,,,,,,,,,
350,2014,Massachusetts,89.8,19,40.5,1,17.7,1,65454,,,,,0.76,11.6,13.4,6.7,,,,,,,,,
351,2015,Massachusetts,89.8,19,40.5,1,17.7,1,70214,,,,,0.73,11.5,5.73,5.8,,,,,,,,,
352,2000,Michigan,89.6,21,26.9,34,10.5,21,62522,120.3,186.5,0,0,,10.1,-39.29,3.8,74.7,0.55,0.5195,0.6079,55,0.944335107572572,Gore,G.W. Bush,0
353,2001,Michigan,89.6,21,26.9,34,10.5,21,58365,,,,,1.55,10.6,-21.05,5.3,74.6875,,,,,,,,
354,2002,Michigan,89.6,21,26.9,34,10.5,21,60152,,,,,2.38,11,-31.53,7.2,74.675,,,,,,,,
355,2003,Michigan,89.6,21,26.9,34,10.5,21,54971,,,,,1.88,11.4,50.01,7.3,74.6625,,,,,,,,
356,2004,Michigan,89.6,21,26.9,34,10.5,21,57796,332.7,355,0,0,3.26,12.3,8.59,7.5,74.65625,0.51,0.5264,0.5162,57,0.901595405232929,Kerry,G.W. Bush,0
357,2005,Michigan,89.6,21,26.9,34,10.5,21,59290,,,,,3.42,13.2,1.37,7.5,74.65,,,,,,,,
358,2006,Michigan,89.6,21,26.9,34,10.5,21,58511,,,,,2.54,13.5,9.52,7.2,74.64375,,,,,,,,
359,2007,Michigan,89.6,21,26.9,34,10.5,21,56824,,,,,4.08,14,9.81,7.7,74.6375,,,,,,,,
360,2008,Michigan,89.6,21,26.9,34,10.5,21,52677,760.4,239.7,0,0,0.09,14.4,-40.54,7.7,74.625,0.49,0.4644,0.2397,49,0.823598685977562,Obama,McCain,0
361,2009,Michigan,89.6,21,26.9,34,10.5,21,52140,,,,,2.72,16.2,43.89,12.1,74.6125,,,,,,,,
362,2010,Michigan,89.6,21,26.9,34,10.5,21,53390,,,,,1.5,16.8,16.91,14.4,74.6,,,,,,,,
363,2011,Michigan,89.6,21,26.9,34,10.5,21,53498,,,,,2.96,17.5,-1.8,11.5,,,,,,,,,
364,2012,Michigan,89.6,21,26.9,34,10.5,21,51437,737.1,458.7,70.5,143.3,1.74,17.4,15.91,9.7,,0.51,0.5563,0.396,59,0.84025167680711,Obama,Romney,0
365,2013,Michigan,89.6,21,26.9,34,10.5,21,59622,,,,,1.5,17,38.32,10,,,,,,,,,
366,2014,Michigan,89.6,21,26.9,34,10.5,21,53901,,,,,0.76,16.2,13.4,8.4,,,,,,,,,
367,2015,Michigan,89.6,21,26.9,34,10.5,21,56083,,,,,0.73,15.8,5.73,6.7,,,,,,,,,
368,2000,Minnesota,92.4,2,33.7,10,11.2,17,73117,120.3,186.5,0,0,,6.9,-39.29,3.9,70.9,0.55,0.5195,0.6079,48,1.06402916312564,Gore,G.W. Bush,0
369,2001,Minnesota,92.4,2,33.7,10,11.2,17,74635,,,,,1.55,7.8,-21.05,4.1,71.2,,,,,,,,
370,2002,Minnesota,92.4,2,33.7,10,11.2,17,70574,,,,,2.38,8.5,-31.53,5.4,71.5,,,,,,,,
371,2003,Minnesota,92.4,2,33.7,10,11.2,17,72986,,,,,1.88,7.8,50.01,5.5,71.8,,,,,,,,
372,2004,Minnesota,92.4,2,33.7,10,11.2,17,68218,332.7,355,0,0,3.26,8.3,8.59,5.9,71.95,0.51,0.5264,0.5162,56,1.09032120825356,Kerry,G.W. Bush,0
373,2005,Minnesota,92.4,2,33.7,10,11.2,17,68508,,,,,3.42,9.2,1.37,5.1,72.1,,,,,,,,
374,2006,Minnesota,92.4,2,33.7,10,11.2,17,68808,,,,,2.54,9.8,9.52,5,72.25,,,,,,,,
375,2007,Minnesota,92.4,2,33.7,10,11.2,17,62687,,,,,4.08,9.5,9.81,5.4,72.4,,,,,,,,
376,2008,Minnesota,92.4,2,33.7,10,11.2,17,64240,760.4,239.7,0,0,0.09,9.6,-40.54,5.5,72.7,0.49,0.4644,0.2397,35,1.05853184851553,Obama,McCain,0
377,2009,Minnesota,92.4,2,33.7,10,11.2,17,58951,,,,,2.72,11,43.89,7.9,73,,,,,,,,
378,2010,Minnesota,92.4,2,33.7,10,11.2,17,63156,,,,,1.5,11.6,16.91,8.5,73.3,,,,,,,,
379,2011,Minnesota,92.4,2,33.7,10,11.2,17,66098,,,,,2.96,11.9,-1.8,7.7,,,,,,,,,
380,2012,Minnesota,92.4,2,33.7,10,11.2,17,64197,737.1,458.7,70.5,143.3,1.74,11.4,15.91,6.6,,0.51,0.5563,0.396,55,1.06466349648026,Obama,Romney,0
381,2013,Minnesota,92.4,2,33.7,10,11.2,17,67798,,,,,1.5,11.2,38.32,6.4,,,,,,,,,
382,2014,Minnesota,92.4,2,33.7,10,11.2,17,69696,,,,,0.76,11.5,13.4,5.5,,,,,,,,,
383,2015,Minnesota,92.4,2,33.7,10,11.2,17,71114,,,,,0.73,10.2,5.73,4.6,,,,,,,,,
384,2000,Mississippi,82.3,48,20.7,49,7.7,46,41861,120.3,186.5,0,0,,18.2,-39.29,6.1,48.8,0.55,0.5195,0.6079,29,0.652278928299861,Gore,G.W. Bush,1
385,2001,Mississippi,82.3,48,20.7,49,7.7,46,42197,,,,,1.55,18.6,-21.05,5.5,48.8625,,,,,,,,
386,2002,Mississippi,82.3,48,20.7,49,7.7,46,43726,,,,,2.38,19.9,-31.53,7.4,48.925,,,,,,,,
387,2003,Mississippi,82.3,48,20.7,49,7.7,46,45213,,,,,1.88,19.9,50.01,7.3,48.9875,,,,,,,,
388,2004,Mississippi,82.3,48,20.7,49,7.7,46,41366,332.7,355,0,0,3.26,21.6,8.59,6.3,49.01875,0.51,0.5264,0.5162,40,0.648989576685811,Kerry,G.W. Bush,1
389,2005,Mississippi,82.3,48,20.7,49,7.7,46,42332,,,,,3.42,21.3,1.37,7.3,49.05,,,,,,,,
390,2006,Mississippi,82.3,48,20.7,49,7.7,46,44182,,,,,2.54,21.1,9.52,8,49.08125,,,,,,,,
391,2007,Mississippi,82.3,48,20.7,49,7.7,46,41597,,,,,4.08,20.6,9.81,6.9,49.1125,,,,,,,,
392,2008,Mississippi,82.3,48,20.7,49,7.7,46,40175,760.4,239.7,0,0,0.09,21.2,-40.54,6.5,49.175,0.49,0.4644,0.2397,41,0.684448668415942,Obama,McCain,1
393,2009,Mississippi,82.3,48,20.7,49,7.7,46,42996,,,,,2.72,21.9,43.89,8.7,49.2375,,,,,,,,
394,2010,Mississippi,82.3,48,20.7,49,7.7,46,44882,,,,,1.5,22.4,16.91,11.7,49.3,,,,,,,,
395,2011,Mississippi,82.3,48,20.7,49,7.7,46,39192,,,,,2.96,22.6,-1.8,10.5,,,,,,,,,
396,2012,Mississippi,82.3,48,20.7,49,7.7,46,43056,737.1,458.7,70.5,143.3,1.74,24.2,15.91,10,,0.51,0.5563,0.396,55,0.659904063791349,Obama,Romney,1
397,2013,Mississippi,82.3,48,20.7,49,7.7,46,34085,,,,,1.5,24,38.32,10,,,,,,,,,
398,2014,Mississippi,82.3,48,20.7,49,7.7,46,36816,,,,,0.76,21.5,13.4,8.9,,,,,,,,,
399,2015,Mississippi,82.3,48,20.7,49,7.7,46,41426,,,,,0.73,22,5.73,7.5,,,,,,,,,
400,2000,Missouri,88.4,27,27.1,32,10.2,25,57376,120.3,186.5,0,0,,11.2,-39.29,3.5,69.4,0.55,0.5195,0.6079,47,0.937513977725097,Gore,G.W. Bush,1
401,2001,Missouri,88.4,27,27.1,32,10.2,25,58449,,,,,1.55,11.7,-21.05,5,69.525,,,,,,,,
402,2002,Missouri,88.4,27,27.1,32,10.2,25,58468,,,,,2.38,11.9,-31.53,5.9,69.65,,,,,,,,
403,2003,Missouri,88.4,27,27.1,32,10.2,25,54816,,,,,1.88,11.7,50.01,5.9,69.775,,,,,,,,
404,2004,Missouri,88.4,27,27.1,32,10.2,25,54088,332.7,355,0,0,3.26,11.8,8.59,5.9,69.8375,0.51,0.5264,0.5162,56,0.907104871303978,Kerry,G.W. Bush,1
405,2005,Missouri,88.4,27,27.1,32,10.2,25,54332,,,,,3.42,13.3,1.37,6.3,69.9,,,,,,,,
406,2006,Missouri,88.4,27,27.1,32,10.2,25,54523,,,,,2.54,13.6,9.52,5.2,69.9625,,,,,,,,
407,2007,Missouri,88.4,27,27.1,32,10.2,25,52544,,,,,4.08,13,9.81,5.4,70.025,,,,,,,,
408,2008,Missouri,88.4,27,27.1,32,10.2,25,55855,760.4,239.7,0,0,0.09,13.4,-40.54,5.8,70.15,0.49,0.4644,0.2397,57,0.890849362616475,Obama,McCain,1
409,2009,Missouri,88.4,27,27.1,32,10.2,25,51623,,,,,2.72,14.6,43.89,8.9,70.275,,,,,,,,
410,2010,Missouri,88.4,27,27.1,32,10.2,25,49998,,,,,1.5,15.3,16.91,10.3,70.4,,,,,,,,
411,2011,Missouri,88.4,27,27.1,32,10.2,25,53229,,,,,2.96,15.8,-1.8,9.8,,,,,,,,,
412,2012,Missouri,88.4,27,27.1,32,10.2,25,53029,737.1,458.7,70.5,143.3,1.74,16.2,15.91,7.6,,0.51,0.5563,0.396,67,0.870589945386963,Obama,Romney,1
413,2013,Missouri,88.4,27,27.1,32,10.2,25,48804,,,,,1.5,15.9,38.32,7.7,,,,,,,,,
414,2014,Missouri,88.4,27,27.1,32,10.2,25,58695,,,,,0.76,15.5,13.4,7.1,,,,,,,,,
415,2015,Missouri,88.4,27,27.1,32,10.2,25,61249,,,,,0.73,14.8,5.73,6,,,,,,,,,
416,2000,Montana,85.5,39,24.9,41,9,37,44589,120.3,186.5,0,0,,13.4,-39.29,6.3,54.1,0.55,0.5195,0.6079,61,0.713400724605269,Gore,G.W. Bush,1
417,2001,Montana,85.5,39,24.9,41,9,37,47598,,,,,1.55,14.6,-21.05,5.8,54.325,,,,,,,,
418,2002,Montana,85.5,39,24.9,41,9,37,45570,,,,,2.38,14.6,-31.53,5.5,54.55,,,,,,,,
419,2003,Montana,85.5,39,24.9,41,9,37,44173,,,,,1.88,14.2,50.01,5.6,54.775,,,,,,,,
420,2004,Montana,85.5,39,24.9,41,9,37,46950,332.7,355,0,0,3.26,14.2,8.59,6,54.8875,0.51,0.5264,0.5162,55,0.741757072963199,Kerry,G.W. Bush,1
421,2005,Montana,85.5,39,24.9,41,9,37,50098,,,,,3.42,14.4,1.37,5.7,55,,,,,,,,
422,2006,Montana,85.5,39,24.9,41,9,37,51738,,,,,2.54,13.6,9.52,4.8,55.1125,,,,,,,,
423,2007,Montana,85.5,39,24.9,41,9,37,48963,,,,,4.08,14.1,9.81,3.9,55.225,,,,,,,,
424,2008,Montana,85.5,39,24.9,41,9,37,46313,760.4,239.7,0,0,0.09,14.8,-40.54,5.2,55.45,0.49,0.4644,0.2397,49,0.777587239933059,Obama,McCain,1
425,2009,Montana,85.5,39,24.9,41,9,37,46511,,,,,2.72,15.1,43.89,7.7,55.675,,,,,,,,
426,2010,Montana,85.5,39,24.9,41,9,37,43994,,,,,1.5,14.6,16.91,8.4,55.9,,,,,,,,
427,2011,Montana,85.5,39,24.9,41,9,37,48227,,,,,2.96,14.8,-1.8,8.6,,,,,,,,,
428,2012,Montana,85.5,39,24.9,41,9,37,46516,737.1,458.7,70.5,143.3,1.74,15.5,15.91,7.4,,0.51,0.5563,0.396,64,0.800278256535914,Obama,Romney,1
429,2013,Montana,85.5,39,24.9,41,9,37,45534,,,,,1.5,16.5,38.32,6.7,,,,,,,,,
430,2014,Montana,85.5,39,24.9,41,9,37,52965,,,,,0.76,15.4,13.4,6,,,,,,,,,
431,2015,Montana,85.5,39,24.9,41,9,37,53177,,,,,0.73,14.6,5.73,5.3,,,,,,,,,
432,2000,Nebraska,90.7,14,29.3,21,9.7,30,60529,120.3,186.5,0,0,,9.6,-39.29,3.2,69.8,0.55,0.5195,0.6079,,0.933958044460348,Gore,G.W. Bush,1
433,2001,Nebraska,90.7,14,29.3,21,9.7,30,58476,,,,,1.55,10.3,-21.05,3.4,70.2125,,,,,,,,
434,2002,Nebraska,90.7,14,29.3,21,9.7,30,58751,,,,,2.38,11,-31.53,4.1,70.625,,,,,,,,
435,2003,Nebraska,90.7,14,29.3,21,9.7,30,56961,,,,,1.88,10.8,50.01,4.4,71.0375,,,,,,,,
436,2004,Nebraska,90.7,14,29.3,21,9.7,30,60300,332.7,355,0,0,3.26,11,8.59,4.5,71.24375,0.51,0.5264,0.5162,,0.967623909806424,Kerry,G.W. Bush,1
437,2005,Nebraska,90.7,14,29.3,21,9.7,30,58678,,,,,3.42,10.9,1.37,4.6,71.45,,,,,,,,
438,2006,Nebraska,90.7,14,29.3,21,9.7,30,58279,,,,,2.54,11.5,9.52,3.7,71.65625,,,,,,,,
439,2007,Nebraska,90.7,14,29.3,21,9.7,30,57897,,,,,4.08,11.2,9.81,3.4,71.8625,,,,,,,,
440,2008,Nebraska,90.7,14,29.3,21,9.7,30,56801,760.4,239.7,0,0,0.09,10.8,-40.54,3.5,72.275,0.49,0.4644,0.2397,,0.986963079275222,Obama,McCain,1
441,2009,Nebraska,90.7,14,29.3,21,9.7,30,59157,,,,,2.72,12.3,43.89,4.7,72.6875,,,,,,,,
442,2010,Nebraska,90.7,14,29.3,21,9.7,30,60748,,,,,1.5,12.9,16.91,5.4,73.1,,,,,,,,
443,2011,Nebraska,90.7,14,29.3,21,9.7,30,55830,,,,,2.96,13.1,-1.8,5.1,,,,,,,,,
444,2012,Nebraska,90.7,14,29.3,21,9.7,30,56679,737.1,458.7,70.5,143.3,1.74,13,15.91,4.5,,0.51,0.5563,0.396,,1.05122827418651,Obama,Romney,1
445,2013,Nebraska,90.7,14,29.3,21,9.7,30,60735,,,,,1.5,13.2,38.32,4.5,,,,,,,,,
446,2014,Nebraska,90.7,14,29.3,21,9.7,30,58944,,,,,0.76,12.4,13.4,4,,,,,,,,,
447,2015,Nebraska,90.7,14,29.3,21,9.7,30,62571,,,,,0.73,12.6,5.73,3.4,,,,,,,,,
448,2000,Nevada,85.1,41,23,45,7.9,45,63016,120.3,186.5,0,0,,9.9,-39.29,4.5,91.5,0.55,0.5195,0.6079,41,1.10942881424162,Gore,G.W. Bush,1
449,2001,Nevada,85.1,41,23,45,7.9,45,61430,,,,,1.55,9.7,-21.05,5.1,91.8375,,,,,,,,
450,2002,Nevada,85.1,41,23,45,7.9,45,60368,,,,,2.38,11.8,-31.53,6.7,92.175,,,,,,,,
451,2003,Nevada,85.1,41,23,45,7.9,45,61408,,,,,1.88,11.5,50.01,5.8,92.5125,,,,,,,,
452,2004,Nevada,85.1,41,23,45,7.9,45,60660,332.7,355,0,0,3.26,12.6,8.59,5.1,92.68125,0.51,0.5264,0.5162,51,1.11274196979366,Kerry,G.W. Bush,1
453,2005,Nevada,85.1,41,23,45,7.9,45,63720,,,,,3.42,11.1,1.37,4.6,92.85,,,,,,,,
454,2006,Nevada,85.1,41,23,45,7.9,45,64067,,,,,2.54,10.3,9.52,4.3,93.01875,,,,,,,,
455,2007,Nevada,85.1,41,23,45,7.9,45,62481,,,,,4.08,10.7,9.81,4.6,93.1875,,,,,,,,
456,2008,Nevada,85.1,41,23,45,7.9,45,58908,760.4,239.7,0,0,0.09,11.3,-40.54,5.6,93.525,0.49,0.4644,0.2397,41,1.01828474618293,Obama,McCain,0
457,2009,Nevada,85.1,41,23,45,7.9,45,57688,,,,,2.72,12.4,43.89,10,93.8625,,,,,,,,
458,2010,Nevada,85.1,41,23,45,7.9,45,51384,,,,,1.5,14.9,16.91,13.5,94.2,,,,,,,,
459,2011,Nevada,85.1,41,23,45,7.9,45,50629,,,,,2.96,15.9,-1.8,13.9,,,,,,,,,
460,2012,Nevada,85.1,41,23,45,7.9,45,47820,737.1,458.7,70.5,143.3,1.74,16.4,15.91,12.3,,0.51,0.5563,0.396,41,0.900076832028573,Obama,Romney,0
461,2013,Nevada,85.1,41,23,45,7.9,45,54646,,,,,1.5,15.8,38.32,10.9,,,,,,,,,
462,2014,Nevada,85.1,41,23,45,7.9,45,51694,,,,,0.76,15.2,13.4,9,,,,,,,,,
463,2015,Nevada,85.1,41,23,45,7.9,45,53812,,,,,0.73,14.7,5.73,7.6,,,,,,,,,
464,2000,New Hampshire,92.3,3,34.9,8,13,9,71244,120.3,186.5,0,0,,5.3,-39.29,3.2,59.3,0.55,0.5195,0.6079,61,0.994319452520463,Gore,G.W. Bush,1
465,2001,New Hampshire,92.3,3,34.9,8,13,9,75590,,,,,1.55,6,-21.05,3.2,59.425,,,,,,,,
466,2002,New Hampshire,92.3,3,34.9,8,13,9,74240,,,,,2.38,6.4,-31.53,4.9,59.55,,,,,,,,
467,2003,New Hampshire,92.3,3,34.9,8,13,9,73911,,,,,1.88,7.7,50.01,5,59.675,,,,,,,,
468,2004,New Hampshire,92.3,3,34.9,8,13,9,71702,332.7,355,0,0,3.26,7.6,8.59,4.7,59.7375,0.51,0.5264,0.5162,71,1.00982769623484,Kerry,G.W. Bush,0
469,2005,New Hampshire,92.3,3,34.9,8,13,9,75527,,,,,3.42,7.5,1.37,4.1,59.8,,,,,,,,
470,2006,New Hampshire,92.3,3,34.9,8,13,9,80088,,,,,2.54,8,9.52,3.9,59.8625,,,,,,,,
471,2007,New Hampshire,92.3,3,34.9,8,13,9,75528,,,,,4.08,7.1,9.81,4.2,59.925,,,,,,,,
472,2008,New Hampshire,92.3,3,34.9,8,13,9,73450,760.4,239.7,0,0,0.09,7.6,-40.54,4.1,60.05,0.49,0.4644,0.2397,40,0.988450651846036,Obama,McCain,0
473,2009,New Hampshire,92.3,3,34.9,8,13,9,75077,,,,,2.72,8.5,43.89,5.9,60.175,,,,,,,,
474,2010,New Hampshire,92.3,3,34.9,8,13,9,71960,,,,,1.5,8.3,16.91,7,60.3,,,,,,,,
475,2011,New Hampshire,92.3,3,34.9,8,13,9,72541,,,,,2.96,8.8,-1.8,6,,,,,,,,,
476,2012,New Hampshire,92.3,3,34.9,8,13,9,75174,737.1,458.7,70.5,143.3,1.74,10,15.91,6,,0.51,0.5563,0.396,74,1.01011275619328,Obama,Romney,0
477,2013,New Hampshire,92.3,3,34.9,8,13,9,72831,,,,,1.5,8.7,38.32,6.1,,,,,,,,,
478,2014,New Hampshire,92.3,3,34.9,8,13,9,76073,,,,,0.76,9.2,13.4,5.2,,,,,,,,,
479,2015,New Hampshire,92.3,3,34.9,8,13,9,78299,,,,,0.73,8.2,5.73,4.3,,,,,,,,,
480,2000,New Jersey,88.6,26,36.8,5,14,7,71854,120.3,186.5,0,0,,7.9,-39.29,4.2,94.4,0.55,0.5195,0.6079,58,1.20098850471888,Gore,G.W. Bush,0
