,year,state,hs_grad,rank_a,bachelors,rank_b,adv_degree,rank_c,avg_income,dem_spend,rep_spend,dem_pac,rep_pac,inflation_rate,poverty_rate,stock_change,unemployment_rate,perc_urban,rep_sen,rep_house,campaign_fund,rep_legis,stateGDP,dem_name,rep_name,rep_win
1207,1999,Wyoming,92.3,3,25.7,40,8.6,40,,,,,,2.68,,85.59,6,,,,,,,,,
1208,2000,Wyoming,92.3,3,25.7,40,8.6,40,55127,120.3,186.5,0,0,3.39,11.4,-39.29,5.1,65.1,0.55,0.5195,0.6079,70,1.1364225969495,Gore,G.W. Bush,1
1209,2001,Wyoming,92.3,3,25.7,40,8.6,40,54332,,,,,1.55,11.4,-21.05,4.8,65.0625,,,,,,,,
1210,2002,Wyoming,92.3,3,25.7,40,8.6,40,56855,,,,,2.38,11,-31.53,4.8,65.025,,,,,,,,
1211,2003,Wyoming,92.3,3,25.7,40,8.6,40,59057,,,,,1.88,9.7,50.01,5.4,64.9875,,,,,,,,
1212,2004,Wyoming,92.3,3,25.7,40,8.6,40,56268,332.7,355,0,0,3.26,10.3,8.59,4.9,64.96875,0.51,0.5264,0.5162,73,1.18800255264837,Kerry,G.W. Bush,1
1213,2005,Wyoming,92.3,3,25.7,40,8.6,40,57332,,,,,3.42,9.5,1.37,4.4,64.95,,,,,,,,
1214,2006,Wyoming,92.3,3,25.7,40,8.6,40,57769,,,,,2.54,9.4,9.52,4.1,64.93125,,,,,,,,
1215,2007,Wyoming,92.3,3,25.7,40,8.6,40,60875,,,,,4.08,8.7,9.81,3.5,64.9125,,,,,,,,
1216,2008,Wyoming,92.3,3,25.7,40,8.6,40,60094,760.4,239.7,0,0,0.09,9.4,-40.54,3.7,64.875,0.49,0.4644,0.2397,73,1.42935063325138,Obama,McCain,1
1217,2009,Wyoming,92.3,3,25.7,40,8.6,40,58816,,,,,2.72,9.8,43.89,5.2,64.8375,,,,,,,,
1218,2010,Wyoming,92.3,3,25.7,40,8.6,40,59539,,,,,1.5,11.2,16.91,8.1,64.8,,,,,,,,
1219,2011,Wyoming,92.3,3,25.7,40,8.6,40,61517,,,,,2.96,11.3,-1.8,7.2,,,,,,,,,
1220,2012,Wyoming,92.3,3,25.7,40,8.6,40,58709,737.1,458.7,70.5,143.3,1.74,12.6,15.91,6.5,,0.51,0.5563,0.396,84,1.2613742550408,Obama,Romney,1
1221,2013,Wyoming,92.3,3,25.7,40,8.6,40,71084,,,,,1.5,10.9,38.32,6.1,,,,,,,,,
1222,2014,Wyoming,92.3,3,25.7,40,8.6,40,57721,,,,,0.76,11.2,13.4,5.3,,,,,,,,,
1223,2015,Wyoming,92.3,3,25.7,40,8.6,40,63038,,,,,0.73,11.1,5.73,4.6,,,,,,,,,
